baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SINE:B2:B3A:B3A_copy86599	180.020928170581	-25.3025412328297	3.00328929556518	-8.42494303502257	3.60925800697558e-17	1.37789439846304e-13
Ndufa3:NM_025348.3:exon_3	34.1574201176239	-8.04584574303419	2.1178497086673	-3.79906360215579	0.000145243818634666	0.0724625549365201
Tnks1bp1:NM_001081260.2:exon_4	17.2093555604044	-7.05573120772629	1.89589925081963	-3.72157497539808	0.000197984062221641	0.0869159807128065
Tmed5:NM_001347383.2:exon_2,Tmed5:NM_001361466.1:exon_3,Tmed5:NM_001361467.1:exon_2,Tmed5:NM_028876.3:exon_3	26.4424754206732	-7.67623168343967	2.12079088431093	-3.6195137107701	0.000295157172665084	0.0998038355859618
Zfp970:NM_001177568.1:exon_3	53.9092714135661	-7.71139962901538	1.50594354684378	-5.12064323073547	3.04495240061161e-07	0.000498197712060068
Stat5b:NM_001362682.1:exon_18	55.8966741019991	-8.75637621549502	1.92858920881034	-4.54030136407142	5.61738788799329e-06	0.00584872213465338
Ces5a:NM_001003951.3:exon_3,Ces5a:NM_001381850.1:exon_3	23.3535773526087	-7.49756993165506	2.06892208964085	-3.62390153268487	0.000290192121737219	0.0998038355859618
CYTB:NP_904340.1:exon_0	1473.5903492595	3.52418609361922	0.842394759699879	4.18353278322243	2.87013678407284e-05	0.0252859050676817
Mir10a:NR_029784.1:exon_0	275.117096885342	5.31743074296107	1.07915242385475	4.92741398288028	8.33250864449478e-07	0.00119290276881748
Ddah1:NM_026993.3:exon_5	44.5405423979963	-8.42861495733784	2.08628915085184	-4.04000325357413	5.34504599452153e-05	0.0360098892795618
Crat:NM_007760.3:exon_0	15.7121794283843	7.95847858812068	2.13897508028705	3.72069719814251	0.000198673537137812	0.0869159807128065
Med28:NM_025895.4:exon_3	42.6006950313735	-7.8977511735852	2.10302824054822	-3.75541850618536	0.000173052064496605	0.0825818872783175
mmu-mir-192	21.9218522745739	8.45778943958528	2.03208142631593	4.16213116760722	3.15291145895089e-05	0.0257930678138318
Pemt:NM_001290011.1:intron_5	33.7381866166805	-4.89831521213464	1.35367608243188	-3.61852829912958	0.000296283105729739	0.0998038355859618
Pemt:NM_001290012.1:intron_5	33.7381866166805	-4.89831521213464	1.35367608243188	-3.61852829912958	0.000296283105729739	0.0998038355859618
Spns2:NM_153060.3:intron_11	13.1550112379667	7.66803017002722	1.99223692432962	3.84895494927516	0.000118622818987831	0.0687864009383618
Rilpl1:NM_021430.2:intron_0	18.0562843053687	-7.12505640291667	1.93047296841764	-3.69083458793879	0.000223519461974128	0.091427442785346
Mark3:NM_001370744.1:intron_0,Mark3:NM_001370745.1:intron_0,Mark3:NM_021516.4:intron_0,Mark3:NM_022801.4:intron_0	17.7867189401523	8.10566655554253	2.20313913818552	3.67914418796912	0.00023401793846297	0.0924209465247032
Tns3:NM_001083587.1:intron_26	44.1694989140386	-6.01338160364507	1.50005028812359	-4.00878667285695	6.10315181228077e-05	0.0388329987255843
Dusp11:NM_028099.4:intron_5	39.8901062384381	-23.6135378337941	3.00368589950655	-7.86152035326775	3.79498751855121e-15	7.24399867499451e-12
Csnk1g1:NM_173185.2:intron_4	32.2344402531495	-7.96224068476281	2.09610262133285	-3.79859297141657	0.000145519843145024	0.0724625549365201
Cul1:NM_001355550.1:intron_1,Cul1:NM_001355551.1:intron_1,Cul1:NM_012042.4:intron_1	44.4956871216816	-8.42697103706241	2.04863874113214	-4.11344902733091	3.89791140465642e-05	0.0297618528783533
Ctnna1:NM_009818.1:intron_12	57.2096875916542	-8.78978280101866	1.85288884374274	-4.74382628547956	2.09718710018485e-06	0.00266878709537968
Ccdc6:NM_001111121.1:intron_2	16.6952373816116	-7.01190632144759	1.91133651678479	-3.6685880586025	0.000243893690643909	0.0931104812981562
Cdkal1:NR_131896.1:intron_1	77.0684684620812	7.19074775239001	1.61712578662782	4.44662240368129	8.72309713165591e-06	0.0083254692874046
Ctnna2:NM_001109764.1:intron_11,Ctnna2:NM_001355193.1:intron_10,Ctnna2:NM_009819.2:intron_11,Ctnna2:NM_145732.2:intron_10	811.978587021963	8.11062306636105	2.18444655330085	3.71289608990677	0.000204901028485617	0.0869159807128065
Fgf14:NM_207667.3:intron_3	179.466261898665	6.15844037773378	1.35302819971436	4.55159794824223	5.32400016386085e-06	0.00584872213465338
Mbip:NM_145442.2:intron_1	70.4920184292083	24.3389215363978	3.00417489716735	8.10169925837111	5.41967869352628e-16	1.24143160153913e-12
Tenm2:NM_001290702.1:intron_25,Tenm2:NM_011856.4:intron_26	55.9785665006927	5.25836845094877	1.37567431450328	3.8223934222741	0.000132162606318242	0.0720789681029914
mmu-mir-192.1	19.5127136909178	8.29084453165385	2.04996319226717	4.04438702261993	5.24601979123575e-05	0.0360098892795618
mmu-miR-25-3p	78.2583667260273	24.4862711706126	3.004074750317	8.15101926742294	3.60869612421269e-16	1.0332599177652e-12
mmu-miR-741-3p	202.835359117015	-25.577060767716	3.00327658391483	-8.51638537213105	1.64610429050238e-17	9.42641621956187e-14
LINE:L1:Lx8:Lx8_copy25164.1	33.7154769944693	-8.02687479017965	2.08713483394522	-3.84588223991586	0.000120119446325612	0.0687864009383618
SINE:Alu:B1_Mus1:B1_Mus1_copy77323.1	231.748483119424	25.9942313604379	3.00347903870362	8.65470709982303	4.94179088412793e-18	5.65983309959172e-14
